Longitude,Latitude,Depth,OriginTime,x,y,z,Mag
 52.8978, 34.5797, 30.9515,2001-02-03 04:01:30, 36.5035,  8.9150, 30.9515,  1.4656
 52.7651, 34.7197, 18.9641,2001-02-03 04:02:40, 24.2793, 24.4013, 18.9641,  4.7364
 52.5901, 34.2254, 13.2636,2001-02-03 04:03:50,  8.3033,-30.4521, 13.2636,  1.1794
 52.8203, 34.2703, 29.3472,2001-02-03 04:05:00, 29.4962,-25.4319, 29.3472,  0.6137
 52.7408, 34.6476, 18.0452,2001-02-03 04:06:10, 22.0776, 16.4002, 18.0452,  2.6064
 52.6540, 34.3928, 14.5181,2001-02-03 04:07:20, 14.1626,-11.8862, 14.5181,  0.7195
 52.7885, 34.6443, 22.0259,2001-02-03 04:08:30, 26.4481, 16.0506, 22.0259,  1.4371
 52.6476, 34.5841, 12.1075,2001-02-03 04:09:40, 13.5391,  9.3419, 12.1075,  1.7245
 52.6599, 34.2820, 17.1030,2001-02-03 04:10:50, 14.7202,-24.1656, 17.1030,  1.6704
 52.6929, 34.6622, 13.5500,2001-02-03 04:12:00, 17.6851, 18.0122, 13.5500,  0.7786
 52.8487, 34.3286, 30.7230,2001-02-03 04:13:10, 32.0861,-18.9610, 30.7230,  4.1004
 52.6314, 34.1830, 16.4649,2001-02-03 04:14:20, 12.1100,-35.1560, 16.4649,  1.0187
 52.8148, 34.2615, 28.4067,2001-02-03 04:15:30, 28.9922,-26.4080, 28.4067,  2.7041
 52.6860, 34.4537, 15.8074,2001-02-03 04:16:40, 17.0922, -5.1183, 15.8074,  1.7997
 52.5934, 34.1628, 12.6278,2001-02-03 04:17:50,  8.6138,-37.3994, 12.6278,  4.6875
 52.8404, 34.4916, 27.1642,2001-02-03 04:19:00, 31.2649, -0.8835, 27.1642,  2.2079
 52.6623, 34.6926, 11.0841,2001-02-03 04:20:10, 14.8668, 21.3800, 11.0841,  3.2852
 52.7308, 34.6096, 17.6386,2001-02-03 04:21:20, 21.1721, 12.1878, 17.6386,  1.4575
 52.5775, 34.1655, 11.1891,2001-02-03 04:22:30,  7.1432,-37.1067, 11.1891,  1.9174
 52.6789, 34.4965, 14.7983,2001-02-03 04:23:40, 16.4323, -0.3718, 14.7983,  1.1478
 52.7744, 34.1231, 27.7666,2001-02-03 04:24:50, 25.3129,-41.7750, 27.7666,  2.3006
 52.6853, 34.4526, 15.4385,2001-02-03 04:26:00, 17.0255, -5.2396, 15.4385,  3.1067
 52.7602, 34.3481, 23.8947,2001-02-03 04:27:10, 23.9392,-16.8230, 23.8947,  4.0878
 52.6763, 34.2282, 18.3142,2001-02-03 04:28:20, 16.2455,-30.1343, 18.3142,  1.7759
 52.7849, 34.1394, 28.7162,2001-02-03 04:29:30, 26.2754,-39.9605, 28.7162,  1.1849
 52.7910, 34.7078, 20.0235,2001-02-03 04:30:40, 26.6552, 23.0884, 20.0235,  3.1226
 52.7400, 34.6726, 17.3352,2001-02-03 04:31:50, 21.9989, 19.1778, 17.3352,  2.1467
 52.7606, 34.3938, 23.1296,2001-02-03 04:33:00, 23.9654,-11.7473, 23.1296,  0.4704
 52.7404, 34.1100, 24.8694,2001-02-03 04:34:10, 22.1786,-43.2306, 24.8694,  1.4974
 52.6769, 34.6323, 13.8290,2001-02-03 04:35:20, 16.2212, 14.6913, 13.8290,  1.2050
 52.6860, 34.1341, 20.0795,2001-02-03 04:36:30, 17.1524,-40.5681, 20.0795,  1.4118
 52.6540, 34.6417, 11.9025,2001-02-03 04:37:40, 14.1188, 15.7267, 11.9025,  2.1894
 52.7091, 34.5397, 16.3653,2001-02-03 04:38:50, 19.1950,  4.4265, 16.3653,  3.2508
 52.5811, 34.2504, 11.0925,2001-02-03 04:40:00,  7.4696,-27.6874, 11.0925,  3.1224
 52.8060, 34.4095, 26.4909,2001-02-03 04:41:10, 28.1379, -9.9940, 26.4909,  3.1652
 52.6565, 34.3151, 16.0576,2001-02-03 04:42:20, 14.4002,-20.5019, 16.0576,  1.7862
 52.6103, 34.3605, 11.7048,2001-02-03 04:43:30, 10.1457,-15.4640, 11.7048,  2.7219
 52.6731, 34.3265, 17.4262,2001-02-03 04:44:40, 15.9333,-19.2370, 17.4262,  4.1362
 52.7937, 34.7010, 21.7928,2001-02-03 04:45:50, 26.9112, 22.3419, 21.7928,  0.9318
 52.8370, 34.5595, 27.0915,2001-02-03 04:47:00, 30.9321,  6.6492, 27.0915,  3.4536
 52.6947, 34.7035, 13.5348,2001-02-03 04:48:10, 17.8387, 22.5880, 13.5348,  1.1330
 52.8531, 34.6420, 26.8189,2001-02-03 04:49:20, 32.3781, 15.8140, 26.8189,  2.9683
 52.6953, 34.1305, 21.4735,2001-02-03 04:50:30, 18.0160,-40.9749, 21.4735,  1.3695
 52.6365, 34.4290, 12.3845,2001-02-03 04:51:40, 12.5466, -7.8636, 12.3845,  3.1258
 52.8850, 34.6640, 28.4636,2001-02-03 04:52:50, 35.2895, 18.2563, 28.4636,  3.0997
 52.6612, 34.4269, 14.8475,2001-02-03 04:54:00, 14.8215, -8.0983, 14.8475,  1.0985
 52.7778, 34.4187, 23.5790,2001-02-03 04:55:10, 25.5341, -8.9823, 23.5790,  1.2974
 52.8382, 34.2160, 30.5938,2001-02-03 04:56:20, 31.1695,-31.4523, 30.5938,  1.3215
 52.8085, 34.1656, 29.6090,2001-02-03 04:57:30, 28.4454,-37.0519, 29.6090,  3.0269
 52.6282, 34.6275,  8.9269,2001-02-03 04:58:40, 11.7587, 14.1535,  8.9269,  2.4798
 52.7070, 34.3458, 19.7770,2001-02-03 04:59:50, 19.0468,-17.0859, 19.7770,  2.2990
 52.8142, 34.2178, 27.7023,2001-02-03 05:01:00, 28.9487,-31.2643, 27.7023,  4.0961
 52.7755, 34.2428, 26.8166,2001-02-03 05:02:10, 25.3771,-28.4979, 26.8166,  2.6829
 52.7896, 34.4086, 24.5557,2001-02-03 05:03:20, 26.6248,-10.1018, 24.5557,  1.7220
 52.8234, 34.3702, 27.6354,2001-02-03 05:04:30, 29.7494,-14.3555, 27.6354,  1.4608
 52.8697, 34.6382, 27.8431,2001-02-03 05:05:40, 33.8970, 15.3904, 27.8431,  1.4118
 52.6318, 34.1712, 15.3934,2001-02-03 05:06:50, 12.1553,-36.4613, 15.3934,  2.3001
 52.7814, 34.4435, 23.4056,2001-02-03 05:08:00, 25.8644, -6.2369, 23.4056,  1.2452
 52.6136, 34.6437,  8.9985,2001-02-03 05:09:10, 10.4165, 15.9466,  8.9985,  1.1924
 52.7827, 34.6268, 21.7560,2001-02-03 05:10:20, 25.9220, 14.1006, 21.7560,  2.5580
 52.6042, 34.4926,  9.1979,2001-02-03 05:11:30,  9.5720, -0.8127,  9.1979,  3.2359
 52.7663, 34.6288, 19.2616,2001-02-03 05:12:40, 24.4149, 14.3201, 19.2616,  3.9975
 52.6341, 34.3624, 13.6541,2001-02-03 05:13:50, 12.3387,-15.2583, 13.6541,  1.7343
 52.8040, 34.2169, 28.2366,2001-02-03 05:15:00, 28.0148,-31.3661, 28.2366,  2.5053
 52.6262, 34.6649,  9.1792,2001-02-03 05:16:10, 11.5718, 18.2958,  9.1792,  1.4641
 52.7700, 34.5714, 21.2166,2001-02-03 05:17:20, 24.7759,  7.9577, 21.2166,  2.3010
 52.7673, 34.0892, 27.2036,2001-02-03 05:18:30, 24.6664,-45.5349, 27.2036,  2.3877
 52.6231, 34.1561, 16.0631,2001-02-03 05:19:40, 11.3540,-38.1468, 16.0631,  0.4173
 52.7580, 34.4009, 22.7755,2001-02-03 05:20:50, 23.7225,-10.9594, 22.7755,  0.6307
 52.6113, 34.4056, 11.2497,2001-02-03 05:22:00, 10.2323,-10.4696, 11.2497,  1.8886
 52.7112, 34.5936, 16.1218,2001-02-03 05:23:10, 19.3790, 10.4055, 16.1218,  1.5964
 52.6681, 34.2053, 18.4014,2001-02-03 05:24:20, 15.4925,-32.6804, 18.4014,  2.0206
 52.5856, 34.3177,  9.8222,2001-02-03 05:25:30,  7.8794,-20.2221,  9.8222,  1.3448
 52.6013, 34.4053, 10.1816,2001-02-03 05:26:40,  9.3171,-10.5033, 10.1816,  1.9205
 52.7360, 34.5292, 19.3032,2001-02-03 05:27:50, 21.6682,  3.2650, 19.3032,  3.9802
 52.6918, 34.6963, 13.8195,2001-02-03 05:29:00, 17.5700, 21.7877, 13.8195,  2.0284
 52.6314, 34.2586, 15.0345,2001-02-03 05:30:10, 12.1043,-26.7659, 15.0345,  2.5805
 52.6732, 34.5868, 13.5573,2001-02-03 05:31:20, 15.8941,  9.6450, 13.5573,  1.1991
 52.7429, 34.2806, 23.1739,2001-02-03 05:32:30, 22.3650,-24.3106, 23.1739,  2.0122
 52.7178, 34.4410, 19.5159,2001-02-03 05:33:40, 20.0154, -6.5230, 19.5159,  3.1108
 52.8269, 34.3532, 28.6287,2001-02-03 05:34:50, 30.0742,-16.2307, 28.6287,  1.9590
 52.8233, 34.4111, 26.9487,2001-02-03 05:36:00, 29.7256, -9.8112, 26.9487,  4.0881
 52.6921, 34.2180, 20.7370,2001-02-03 05:37:10, 17.6990,-31.2627, 20.7370,  3.3898
 52.7874, 34.2782, 27.3387,2001-02-03 05:38:20, 26.4616,-24.5630, 27.3387,  1.3133
 52.6999, 34.4451, 18.1696,2001-02-03 05:39:30, 18.3753, -6.0703, 18.1696,  3.8643
 52.7796, 34.4274, 24.3886,2001-02-03 05:40:40, 25.6972, -8.0178, 24.3886,  1.1647
 52.7623, 34.6568, 19.0970,2001-02-03 05:41:50, 24.0468, 17.4290, 19.0970,  1.6028
 52.6758, 34.5610, 13.6967,2001-02-03 05:43:00, 16.1338,  6.7796, 13.6967,  2.2247
 52.7063, 34.6189, 16.6650,2001-02-03 05:44:10, 18.9160, 13.2119, 16.6650,  2.5693
 52.5627, 34.1126, 11.2538,2001-02-03 05:45:20,  5.7846,-42.9742, 11.2538,  1.5154
 52.8054, 34.3687, 26.3124,2001-02-03 05:46:30, 28.0938,-14.5230, 26.3124,  1.4562
 52.8279, 34.3463, 28.4625,2001-02-03 05:47:40, 30.1695,-17.0011, 28.4625,  1.2183
 52.8953, 34.6495, 29.8423,2001-02-03 05:48:50, 36.2387, 16.6572, 29.8423,  0.4209
 53.2022, 34.9769, 38.3876,2001-02-03 00:00:00, 64.1188, 53.1279, 38.3876,  1.4626
 52.9126, 34.9755, 23.3017,2001-02-03 00:01:10, 37.6760, 52.8225, 23.3017,  1.7800
 52.8309, 34.8037, 18.0759,2001-02-03 00:02:20, 30.2777, 33.7419, 18.0759,  0.5965
 52.8173, 35.2119, 17.4248,2001-02-03 00:03:30, 28.8958, 79.0279, 17.4248,  1.1397
 53.0377, 35.1311, 30.2762,2001-02-03 00:04:40, 49.0110, 70.1489, 30.2762,  0.9955
 52.9757, 35.1623, 26.4568,2001-02-03 00:05:50, 43.3391, 73.5811, 26.4568,  1.0935
 52.9006, 35.4110, 22.8571,2001-02-03 00:07:00, 36.3841,101.1391, 22.8571,  1.8734
 53.0235, 35.1452, 29.4473,2001-02-03 00:08:10, 47.7065, 71.7071, 29.4473,  0.9578
 53.0439, 34.7535, 30.5575,2001-02-03 00:09:20, 49.7999, 28.2507, 30.5575,  1.8151
 52.9192, 34.7580, 23.5168,2001-02-03 00:10:30, 38.3839, 28.7032, 23.5168,  3.2041
 53.0591, 34.9689, 32.1984,2001-02-03 00:11:40, 51.0604, 52.1579, 32.1984,  1.2065
 52.9148, 34.8973, 23.4612,2001-02-03 00:12:50, 37.9138, 44.1518, 23.4612,  1.8420
 53.0548, 34.8075, 30.1755,2001-02-03 00:14:00, 50.7652, 34.2516, 30.1755,  2.0901
 52.9638, 34.9957, 25.8264,2001-02-03 00:15:10, 42.3442, 55.0907, 25.8264,  1.0402
 53.0362, 35.0424, 29.6099,2001-02-03 00:16:20, 48.9233, 60.3043, 29.6099,  1.2881
 52.9120, 34.8560, 22.8235,2001-02-03 00:17:30, 37.6734, 39.5662, 22.8235,  0.9152
 52.9546, 35.2086, 24.9972,2001-02-03 00:18:40, 41.3912, 78.7108, 24.9972,  1.5876
 52.7613, 35.0896, 13.9758,2001-02-03 00:19:50, 23.8254, 65.4419, 13.9758,  4.9070
 52.7817, 35.1797, 15.4943,2001-02-03 00:21:00, 25.6588, 75.4362, 15.4943,  2.2114
 52.9361, 34.7945, 24.1594,2001-02-03 00:22:10, 39.9092, 32.7578, 24.1594,  3.4675
 53.0339, 34.9480, 28.7531,2001-02-03 00:23:20, 48.7678, 49.8323, 28.7531,  1.8333
 52.8854, 35.4965, 21.9571,2001-02-03 00:24:30, 34.9722,110.6277, 21.9571,  2.4032
 52.6903, 34.9727, 11.3291,2001-02-03 00:25:40, 17.3775, 52.4540, 11.3291,  0.5634
 52.9004, 35.0428, 22.2489,2001-02-03 00:26:50, 36.5309, 60.2856, 22.2489,  4.0405
 52.9964, 35.1573, 28.1507,2001-02-03 00:28:00, 45.2331, 73.0360, 28.1507,  2.4831
 53.1785, 35.1071, 37.6849,2001-02-03 00:29:10, 61.8623, 67.5635, 37.6849,  1.8796
 52.9054, 35.3475, 22.8824,2001-02-03 00:30:20, 36.8536, 94.1015, 22.8824,  2.9676
 52.8321, 35.1040, 19.5047,2001-02-03 00:31:30, 30.2754, 67.0610, 19.5047,  1.4921
 52.8625, 35.3004, 20.3649,2001-02-03 00:32:40, 32.9697, 88.8549, 20.3649,  2.2805
 53.0104, 35.2242, 29.0429,2001-02-03 00:33:50, 46.4671, 80.4609, 29.0429,  3.3499
 52.6839, 35.2850, 10.5544,2001-02-03 00:35:00, 16.7266, 87.1072, 10.5544,  2.0481
 52.8426, 35.0636, 19.5069,2001-02-03 00:36:10, 31.2541, 62.5820, 19.5069,  0.5675
 52.7705, 35.1039, 14.6600,2001-02-03 00:37:20, 24.6665, 67.0256, 14.6600,  1.7957
 53.0732, 34.9792, 30.9501,2001-02-03 00:38:30, 52.3379, 53.3122, 30.9501,  2.1635
 52.9360, 34.9931, 24.7147,2001-02-03 00:39:40, 39.8056, 54.7922, 24.7147,  1.2580
 52.8662, 34.7625, 20.3545,2001-02-03 00:40:50, 33.5249, 29.1789, 20.3545,  0.7717
 52.8682, 35.1183, 20.7106,2001-02-03 00:42:00, 33.5634, 68.6564, 20.7106,  1.2763
 53.1768, 34.7643, 37.3699,2001-02-03 00:43:10, 61.9586, 29.5276, 37.3699,  2.7640
 52.9062, 35.0926, 22.6428,2001-02-03 00:44:20, 37.0360, 65.8163, 22.6428,  0.9697
 52.8963, 35.0656, 22.5930,2001-02-03 00:45:30, 36.1487, 62.8168, 22.5930,  3.8073
 52.9755, 34.9703, 25.5570,2001-02-03 00:46:40, 43.4257, 52.2765, 25.5570,  2.5826
 52.9415, 34.8962, 23.9699,2001-02-03 00:47:50, 40.3512, 44.0453, 23.9699,  0.4943
 52.8450, 34.8427, 19.4677,2001-02-03 00:49:00, 31.5545, 38.0727, 19.4677,  1.6578
 52.9129, 35.3573, 22.7939,2001-02-03 00:50:10, 37.5317, 95.1857, 22.7939,  1.7604
 52.7407, 35.1685, 13.6922,2001-02-03 00:51:20, 21.9318, 74.1853, 13.6922,  1.4732
 52.6745, 35.0584,  9.6336,2001-02-03 00:52:30, 15.9219, 61.9594,  9.6336,  0.8016
 52.8971, 34.9248, 21.6832,2001-02-03 00:53:40, 36.2797, 47.1997, 21.6832,  1.4256
 52.9660, 35.1134, 25.4082,2001-02-03 00:54:50, 42.4802, 68.1485, 25.4082,  2.1902
 53.2229, 34.8992, 40.7360,2001-02-03 00:56:00, 66.0754, 44.5206, 40.7360,  2.0359
 53.0784, 35.0229, 32.0240,2001-02-03 00:57:10, 52.7871, 58.1619, 32.0240,  3.5369
 53.0143, 35.0928, 28.3856,2001-02-03 00:58:20, 46.8993, 65.8894, 28.3856,  0.6220
 53.0517, 35.3426, 30.2881,2001-02-03 00:59:30, 50.1556, 93.6197, 30.2881,  3.0213
 52.7871, 34.9480, 16.7843,2001-02-03 01:00:40, 26.2235, 49.7404, 16.7843,  3.2021
 53.0365, 34.9797, 29.3073,2001-02-03 01:01:50, 48.9871, 53.3513, 29.3073,  0.3804
 53.0586, 34.9021, 31.3740,2001-02-03 01:03:00, 51.0531, 44.7435, 31.3740,  0.9484
 52.9050, 35.0138, 22.2711,2001-02-03 01:04:10, 36.9674, 57.0727, 22.2711,  2.2800
 53.0358, 34.9714, 29.4274,2001-02-03 01:05:20, 48.9308, 52.4240, 29.4274,  4.2117
 52.9415, 34.7997, 24.1727,2001-02-03 01:06:30, 40.3976, 33.3407, 24.1727,  2.2885
 52.5863, 35.0357,  3.8262,2001-02-03 01:07:40,  7.8770, 59.4378,  3.8262,  1.5394
 53.1041, 35.0056, 35.0960,2001-02-03 01:08:50, 55.1410, 56.2572, 35.0960,  1.3476
 52.9930, 34.9256, 27.5137,2001-02-03 01:10:00, 45.0456, 47.3203, 27.5137,  1.0981
 53.0041, 35.0250, 27.7924,2001-02-03 01:11:10, 46.0017, 58.3536, 27.7924,  1.3237
 52.9016, 35.0279, 21.8780,2001-02-03 01:12:20, 36.6473, 58.6365, 21.8780,  1.2425
 52.8528, 34.9784, 19.2521,2001-02-03 01:13:30, 32.2112, 53.1244, 19.2521,  1.0800
 52.7187, 34.9548, 12.0531,2001-02-03 01:14:40, 19.9728, 50.4806, 12.0531,  1.0190
 53.0612, 35.2265, 31.6730,2001-02-03 01:15:50, 51.0960, 80.7395, 31.6730,  2.2793
 52.9567, 34.8620, 27.0021,2001-02-03 01:17:00, 41.7630, 40.2558, 27.0021,  2.7099
 52.8199, 35.2694, 17.3816,2001-02-03 01:18:10, 29.1053, 85.4032, 17.3816,  3.3274
 52.8227, 35.1715, 18.1985,2001-02-03 01:19:20, 29.3951, 74.5445, 18.1985,  2.6516
 53.0663, 35.1324, 32.4924,2001-02-03 01:20:30, 51.6115, 70.3039, 32.4924,  1.0370
 52.6083, 35.0625,  6.3073,2001-02-03 01:21:40,  9.8820, 62.4069,  6.3073,  3.1135
 52.7904, 35.0979, 16.0360,2001-02-03 01:22:50, 26.4747, 66.3720, 16.0360,  0.6095
 53.0778, 35.2613, 33.4296,2001-02-03 01:24:00, 52.5786, 84.6067, 33.4296,  1.7260
 52.6642, 35.0872,  9.4699,2001-02-03 01:25:10, 14.9704, 65.1599,  9.4699,  1.3965
 52.8208, 35.0240, 18.0249,2001-02-03 01:26:20, 29.2810, 58.1752, 18.0249,  1.6634
 52.8385, 35.0480, 19.2644,2001-02-03 01:27:30, 30.8837, 60.8490, 19.2644,  2.9934
 52.7856, 35.2636, 17.2563,2001-02-03 01:28:40, 25.9848, 84.7509, 17.2563,  2.3526
 53.0520, 35.2202, 31.4787,2001-02-03 01:29:50, 50.2542, 80.0340, 31.4787,  1.9571
 53.0237, 35.0064, 29.6258,2001-02-03 01:31:00, 47.8032, 56.2982, 29.6258,  0.7154
 52.8906, 35.0618, 20.6779,2001-02-03 01:32:10, 35.6304, 62.3978, 20.6779,  0.4749
 53.0475, 35.0065, 31.3293,2001-02-03 01:33:20, 49.9810, 56.3254, 31.3293,  4.1409
 52.6880, 34.8846, 10.5071,2001-02-03 01:34:30, 17.1871, 42.6823, 10.5071,  1.4525
 53.1014, 35.2405, 33.3312,2001-02-03 01:35:40, 54.7392, 82.3167, 33.3312,  2.4716
 52.9912, 34.7947, 26.7652,2001-02-03 01:36:50, 44.9569, 32.8010, 26.7652,  1.8368
 52.8466, 35.0555, 19.2843,2001-02-03 01:38:00, 31.6176, 61.6856, 19.2843,  2.4817
 52.6977, 34.9322, 11.1871,2001-02-03 01:39:10, 18.0662, 47.9679, 11.1871,  2.2694
 52.9517, 35.1329, 25.6634,2001-02-03 01:40:20, 41.1661, 70.3077, 25.6634,  4.0577
 52.8251, 35.1469, 17.9236,2001-02-03 01:41:30, 29.6265, 71.8095, 17.9236,  1.4374
 52.8801, 34.8690, 22.3393,2001-02-03 01:42:40, 34.7506, 41.0001, 22.3393,  0.8749
 53.1131, 35.0073, 34.0871,2001-02-03 01:43:50, 55.9667, 56.4502, 34.0871,  2.8862
 52.9186, 35.1035, 23.7181,2001-02-03 01:45:00, 38.1680, 67.0264, 23.7181,  1.9555
 52.8015, 34.9173, 17.0665,2001-02-03 01:46:10, 27.5549, 46.3358, 17.0665,  2.6572
 52.9900, 35.0153, 26.8459,2001-02-03 01:47:20, 44.7200, 57.2749, 26.8459,  9.2514
 53.1183, 35.0534, 33.6933,2001-02-03 01:48:30, 56.4115, 61.5659, 33.6933,  2.7372
 52.8643, 34.9953, 20.9374,2001-02-03 01:49:40, 33.2611, 55.0106, 20.9374,  3.7257
 52.9957, 35.0139, 27.9683,2001-02-03 01:50:50, 45.2441, 57.1260, 27.9683,  0.5136
 52.9542, 35.1803, 25.5377,2001-02-03 01:52:00, 41.3725, 75.5653, 25.5377,  1.5060
 52.8718, 34.9961, 21.0275,2001-02-03 01:53:10, 33.9421, 55.0943, 21.0275,  1.1160
 52.7590, 35.0154, 13.9310,2001-02-03 01:54:20, 23.6368, 57.2118, 13.9310,  1.3216
 52.9945, 34.8384, 27.6556,2001-02-03 01:55:30, 45.2342, 37.6474, 27.6556,  3.1688
 52.9307, 34.9866, 23.7584,2001-02-03 01:56:40, 39.3263, 54.0640, 23.7584,  1.4319
 52.9954, 34.8343, 27.4250,2001-02-03 01:57:50, 45.3164, 37.1968, 27.4250,  2.3712
 52.8596, 35.0838, 20.5910,2001-02-03 01:59:00, 32.7924, 64.8265, 20.5910,  0.7642
 53.2735, 34.9501, 43.9162,2001-02-03 02:00:10, 70.6555, 50.2084, 43.9162,  1.5284
 53.1081, 34.7957, 34.1205,2001-02-03 02:01:20, 55.6485, 32.9762, 34.1205,  2.9156
 52.9185, 34.9796, 23.8275,2001-02-03 02:02:30, 38.2122, 53.2895, 23.8275,  2.6595
 52.8519, 34.9125, 19.9419,2001-02-03 02:03:40, 32.1557, 45.8139, 19.9419,  0.8949
 52.7688, 34.7757, 15.1633,2001-02-03 02:04:50, 24.6083, 30.6143, 15.1633,  4.1605
 52.8807, 35.1210, 21.7129,2001-02-03 02:06:00, 34.7060, 68.9594, 21.7129,  3.0109
 52.8491, 34.8735, 20.1155,2001-02-03 02:07:10, 31.9186, 41.4883, 20.1155,  1.5360
 53.0710, 35.0696, 31.7727,2001-02-03 02:08:20, 52.0854, 63.3428, 31.7727,  1.6951
 52.9039, 35.1069, 23.1228,2001-02-03 02:09:30, 36.8237, 67.4075, 23.1228,  3.6793
 53.1071, 35.0031, 33.0197,2001-02-03 02:10:40, 55.4243, 55.9849, 33.0197,  2.5456
 52.9558, 35.0191, 25.7911,2001-02-03 02:11:50, 41.5965, 57.6861, 25.7911,  2.6308
 53.0123, 35.1186, 27.6189,2001-02-03 02:13:00, 46.7001, 68.7507, 27.6189,  0.9933
 52.9355, 35.1489, 24.8156,2001-02-03 02:14:10, 39.6870, 72.0718, 24.8156,  1.7314
 53.4262, 35.1708, 50.7413,2001-02-03 02:15:20, 84.3758, 74.8076, 50.7413,  1.5474
 52.9080, 35.0818, 21.7178,2001-02-03 02:16:30, 37.2057, 64.6138, 21.7178,  0.8208
 53.1606, 34.9135, 36.8745,2001-02-03 02:17:40, 60.3666, 46.0656, 36.8745,  1.3532
 52.8838, 35.2072, 21.1409,2001-02-03 02:18:50, 34.9524, 78.5207, 21.1409,  2.1353
 53.0535, 34.7823, 30.5393,2001-02-03 02:20:00, 50.6648, 31.4607, 30.5393,  1.5503
 53.0712, 34.9047, 31.1896,2001-02-03 02:21:10, 52.2033, 45.0461, 31.1896,  4.7487
 52.9183, 34.9523, 21.9897,2001-02-03 02:22:20, 38.2082, 50.2588, 21.9897,  1.8918
 52.9891, 34.9127, 27.0133,2001-02-03 02:23:30, 44.6998, 45.8871, 27.0133,  0.8272
 53.0072, 34.9834, 28.1368,2001-02-03 02:24:40, 46.3095, 53.7411, 28.1368,  3.0818
 52.7872, 35.0276, 16.7717,2001-02-03 02:25:50, 26.2131, 58.5690, 16.7717,  2.8399
 53.0957, 34.9963, 34.0466,2001-02-03 02:27:00, 54.3856, 55.2235, 34.0466,  2.2330
 52.6502, 35.2786,  8.6430,2001-02-03 02:28:10, 13.6678, 86.3910,  8.6430,  2.9349
 52.8009, 34.9400, 16.5123,2001-02-03 02:29:20, 27.4935, 48.8477, 16.5123,  1.0176
 52.8615, 35.2645, 19.9855,2001-02-03 02:30:30, 32.8961, 84.8698, 19.9855,  1.4368
 52.9828, 35.0636, 25.9751,2001-02-03 02:31:40, 44.0410, 62.6357, 25.9751,  0.3287
 53.2178, 35.1106, 39.3013,2001-02-03 02:32:50, 65.4425, 67.9702, 39.3013,  4.1962
 52.9268, 35.0541, 23.1159,2001-02-03 02:34:00, 38.9411, 61.5477, 23.1159,  0.8391
 52.9149, 35.1223, 24.1837,2001-02-03 02:35:10, 37.8239, 69.1160, 24.1837,  0.4974
 52.9863, 34.7874, 26.5303,2001-02-03 02:36:20, 44.5118, 31.9899, 26.5303,  1.7557
 52.7871, 35.1254, 16.5932,2001-02-03 02:37:30, 26.1677, 69.4186, 16.5932,  1.5568
 53.0954, 35.1072, 33.5111,2001-02-03 02:38:40, 54.2789, 67.5269, 33.5111,  1.6846
 53.0330, 35.1538, 29.4686,2001-02-03 02:39:50, 48.5684, 72.6640, 29.4686,  2.4107
 52.8016, 35.1252, 16.2273,2001-02-03 02:41:00, 27.4916, 69.4040, 16.2273,  2.3699
 52.9778, 35.0355, 27.3326,2001-02-03 02:42:10, 43.5986, 59.5154, 27.3326,  1.5311
 52.9397, 34.9123, 24.6061,2001-02-03 02:43:20, 40.1789, 45.8308, 24.6061,  1.8887
 52.9087, 35.0976, 22.3182,2001-02-03 02:44:30, 37.2637, 66.3686, 22.3182,  1.9899
 52.9219, 34.9566, 22.2750,2001-02-03 02:45:40, 38.5327, 50.7337, 22.2750,  2.2180
 52.7575, 35.0173, 13.9239,2001-02-03 02:46:50, 23.5042, 57.4176, 13.9239,  1.7067
 53.3120, 34.8384, 45.5875,2001-02-03 02:48:00, 74.2733, 37.8367, 45.5875,  1.9163
 53.0351, 35.1033, 30.0180,2001-02-03 02:49:10, 48.7885, 67.0536, 30.0180,  2.5470
 52.7821, 35.0191, 15.7420,2001-02-03 02:50:20, 25.7509, 57.6187, 15.7420,  1.1340
 52.7923, 34.9159, 16.6763,2001-02-03 02:51:30, 26.7129, 46.1717, 16.6763,  1.1324
 52.9992, 35.2498, 26.4443,2001-02-03 02:52:40, 45.4339, 83.2925, 26.4443,  1.8261
 52.6102, 35.0619,  7.1097,2001-02-03 02:53:50, 10.0531, 62.3413,  7.1097,  1.0767
 53.1095, 35.1078, 33.5585,2001-02-03 02:55:00, 55.5649, 67.5919, 33.5585,  1.6708
 53.0230, 35.0685, 29.0728,2001-02-03 02:56:10, 47.7034, 63.1924, 29.0728,  0.7729
 52.9444, 34.9103, 25.0004,2001-02-03 02:57:20, 40.6092, 45.6098, 25.0004,  0.9897
 53.0125, 35.3730, 29.4619,2001-02-03 02:58:30, 46.5751, 96.9712, 29.4619,  1.2766
 52.7109, 35.0460, 11.8485,2001-02-03 02:59:40, 19.2418, 60.5868, 11.8485,  3.0275
 52.8258, 35.2590, 18.0188,2001-02-03 03:00:50, 29.6459, 84.2554, 18.0188,  3.4812
 53.0097, 35.1389, 28.4337,2001-02-03 03:02:00, 46.4478, 71.0020, 28.4337,  3.6725
 53.2972, 34.9897, 45.7738,2001-02-03 03:03:10, 72.7884, 54.6137, 45.7738,  0.7234
 52.9349, 35.0022, 23.5167,2001-02-03 03:04:20, 39.6968, 55.8033, 23.5167,  1.8312
 53.1271, 35.0362, 33.2913,2001-02-03 03:05:30, 57.2215, 59.6676, 33.2913,  1.7032
 52.8308, 34.9199, 18.4428,2001-02-03 03:06:40, 30.2240, 46.6290, 18.4428,  1.8647
